"usageKey","scientificName","canonicalName","rank","status","confidence","matchType","kingdom","phylum","order","family","genus","species","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","class","acceptedUsageKey","synonym","verbatim_name","verbatim_index"
5210473,"Trachurus trachurus (Linnaeus, 1758)","Trachurus trachurus","SPECIES","ACCEPTED",99,"EXACT","Animalia","Chordata","Perciformes","Carangidae","Trachurus","Trachurus trachurus",1,44,NA,587,4253,5428896,5210473,NA,NA,NA,"Trachurus trachurus ",110
2373980,"Thunnus thynnus (Linnaeus, 1758)","Thunnus thynnus","SPECIES","ACCEPTED",99,"EXACT","Animalia","Chordata","Perciformes","Scombridae","Thunnus","Thunnus thynnus",1,44,NA,587,8596,2373932,2373980,NA,NA,NA,"Thunnus thynnus",111
2383057,"Xyrichtys novacula (Linnaeus, 1758)","Xyrichtys novacula","SPECIES","ACCEPTED",85,"FUZZY","Animalia","Chordata","Perciformes","Labridae","Xyrichtys","Xyrichtys novacula",1,44,NA,587,8535,2383029,2383057,NA,NA,NA,"Xyrichtis novacula",112
2334600,"Scorpaena porcus Linnaeus, 1758","Scorpaena porcus","SPECIES","ACCEPTED",99,"EXACT","Animalia","Chordata","Scorpaeniformes","Scorpaenidae","Scorpaena","Scorpaena porcus",1,44,NA,590,4508,2333694,2334600,NA,NA,NA,"Scorpaena porcus",113
2334574,"Scorpaena scrofa Linnaeus, 1758","Scorpaena scrofa","SPECIES","ACCEPTED",99,"EXACT","Animalia","Chordata","Scorpaeniformes","Scorpaenidae","Scorpaena","Scorpaena scrofa",1,44,NA,590,4508,2333694,2334574,NA,NA,NA,"Scorpaena scrofa",114
2403490,"Conger conger (Linnaeus, 1758)","Conger conger","SPECIES","ACCEPTED",99,"EXACT","Animalia","Chordata","Anguilliformes","Congridae","Conger","Conger conger",1,44,NA,495,2951,10061929,2403490,NA,NA,NA,"Conger conger",115
2386475,"Trachinus draco Linnaeus, 1758","Trachinus draco","SPECIES","ACCEPTED",99,"EXACT","Animalia","Chordata","Perciformes","Trachinidae","Trachinus","Trachinus draco",1,44,NA,587,5074,2335090,2386475,NA,NA,NA,"Trachinus draco",116
2415075,"Lophius piscatorius Linnaeus, 1758","Lophius piscatorius","SPECIES","ACCEPTED",99,"EXACT","Animalia","Chordata","Lophiiformes","Lophiidae","Lophius","Lophius piscatorius",1,44,NA,1305,3876,2350830,2415075,NA,NA,NA,"Lophius piscatorius",117
2415070,"Lophius budegassa Spinola, 1807","Lophius budegassa","SPECIES","ACCEPTED",99,"EXACT","Animalia","Chordata","Lophiiformes","Lophiidae","Lophius","Lophius budegassa",1,44,NA,1305,3876,2350830,2415070,NA,NA,NA,"Lophius budegassa",118
2391092,"Lichia amia (Linnaeus, 1758)","Lichia amia","SPECIES","ACCEPTED",99,"EXACT","Animalia","Chordata","Perciformes","Carangidae","Lichia","Lichia amia",1,44,NA,587,4253,2391091,2391092,NA,NA,NA,"Lichia amia",119
2388714,"Serranus scriba (Linnaeus, 1758)","Serranus scriba","SPECIES","ACCEPTED",99,"EXACT","Animalia","Chordata","Perciformes","Serranidae","Serranus","Serranus scriba",1,44,NA,587,8597,9373339,2388714,NA,NA,NA,"Serranus scriba",120
2388710,"Serranus cabrilla (Linnaeus, 1758)","Serranus cabrilla","SPECIES","ACCEPTED",99,"EXACT","Animalia","Chordata","Perciformes","Serranidae","Serranus","Serranus cabrilla",1,44,NA,587,8597,9373339,2388710,NA,NA,NA,"Serranus cabrilla",121
2399670,"Sciaena umbra Linnaeus, 1758","Sciaena umbra","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Perciformes","Sciaenidae","Sciaena","Sciaena umbra",1,44,NA,587,5062,2356691,2399670,NA,NA,NA,"Sciaena umbra",122
2289671,"Octopus vulgaris Cuvier, 1797","Octopus vulgaris","SPECIES","ACCEPTED",98,"EXACT","Animalia","Mollusca","Octopoda","Octopodidae","Octopus","Octopus vulgaris",1,52,136,459,6835,2289226,2289671,"Cephalopoda",NA,NA,"Octopus vulgaris",123
2381939,"Coryphaena hippurus Linnaeus, 1758","Coryphaena hippurus","SPECIES","ACCEPTED",99,"EXACT","Animalia","Chordata","Perciformes","Coryphaenidae","Coryphaena","Coryphaena hippurus",1,44,NA,587,4262,2369535,2381939,NA,NA,NA,"Coryphaena hippurus",124
NA,NA,NA,NA,NA,100,"NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Penaeus Kerathurus",125
5200938,"Fistularia commersonii Rüppell, 1838","Fistularia commersonii","SPECIES","ACCEPTED",99,"EXACT","Animalia","Chordata","Syngnathiformes","Fistulariidae","Fistularia","Fistularia commersonii",1,44,NA,773,5902,9720698,5200938,NA,NA,NA,"Fistularia commersonii ",126
2334433,"Pterois miles (Bennett, 1828)","Pterois miles","SPECIES","ACCEPTED",99,"EXACT","Animalia","Chordata","Scorpaeniformes","Scorpaenidae","Pterois","Pterois miles",1,44,NA,590,4508,2334432,2334433,NA,NA,NA,"Pterois miles ",127
2396749,"Parupeneus forsskali (Fourmanoir & Guézé, 1976)","Parupeneus forsskali","SPECIES","ACCEPTED",99,"EXACT","Animalia","Chordata","Perciformes","Mullidae","Parupeneus","Parupeneus forsskali",1,44,NA,587,4287,2396603,2396749,NA,NA,NA,"Parupeneus forsskali ",128
2394252,"Sphyraena chrysotaenia Klunzinger, 1884","Sphyraena chrysotaenia","SPECIES","ACCEPTED",99,"EXACT","Animalia","Chordata","Perciformes","Sphyraenidae","Sphyraena","Sphyraena chrysotaenia",1,44,NA,587,5069,2369201,2394252,NA,NA,NA,"Sphyraena chrysotaenia ",129
2368968,"Hemiramphus far (Forsskål, 1775)","Hemiramphus far","SPECIES","ACCEPTED",99,"EXACT","Animalia","Chordata","Beloniformes","Hemiramphidae","Hemiramphus","Hemiramphus far",1,44,NA,498,7191,2368949,2368968,NA,NA,NA,"Hemiramphus far ",130
8456531,"Saurida lessepsianus Russell, Golani & Tikochinski, 2015","Saurida lessepsianus","SPECIES","ACCEPTED",99,"EXACT","Animalia","Chordata","Aulopiformes","Synodontidae","Saurida","Saurida lessepsianus",1,44,NA,497,2967,2401132,8456531,NA,NA,NA,"Saurida lessepsianus",131
5213449,"Stephanolepis diaspros Fraser-Brunner, 1940","Stephanolepis diaspros","SPECIES","ACCEPTED",99,"EXACT","Animalia","Chordata","Tetraodontiformes","Monacanthidae","Stephanolepis","Stephanolepis diaspros",1,44,NA,772,5896,2406762,5213449,NA,NA,NA,"Stephanolepis diaspros ",132
2356802,"Sargocentron rubrum (Forsskål, 1775)","Sargocentron rubrum","SPECIES","ACCEPTED",99,"EXACT","Animalia","Chordata","Beryciformes","Holocentridae","Sargocentron","Sargocentron rubrum",1,44,NA,499,7195,2356717,2356802,NA,NA,NA,"Sargocentron rubrum ",133
9377860,"Planiliza haematocheila (Temminck & Schlegel, 1845)","Planiliza haematocheila","SPECIES","ACCEPTED",96,"FUZZY","Animalia","Chordata","Mugiliformes","Mugilidae","Planiliza","Planiliza haematocheila",1,44,NA,1067,8473,4835954,9377860,NA,NA,NA,"Planiliza haematocheilus",134
7999925,"Atherinomorus forskalii (Rüppell, 1838)","Atherinomorus forskalii","SPECIES","ACCEPTED",99,"EXACT","Animalia","Chordata","Atheriniformes","Atherinidae","Atherinomorus","Atherinomorus forskalii",1,44,NA,496,7172,2411792,7999925,NA,NA,NA,"Atherinomorus forskalii ",135
2393577,"Scarus ghobban Forsskål, 1775","Scarus ghobban","SPECIES","ACCEPTED",99,"EXACT","Animalia","Chordata","Perciformes","Scaridae","Scarus","Scarus ghobban",1,44,NA,587,4504,2371535,2393577,NA,NA,NA,"Scarus ghobban ",136
2374255,"Scomberomorus commerson (Lacepède, 1800)","Scomberomorus commerson","SPECIES","ACCEPTED",99,"EXACT","Animalia","Chordata","Perciformes","Scombridae","Scomberomorus","Scomberomorus commerson",1,44,NA,587,8596,2374232,2374255,NA,NA,NA,"Scomberomorus commerson",137
2396797,"Upeneus pori Ben-Tuvia & Golani, 1989","Upeneus pori","SPECIES","ACCEPTED",99,"EXACT","Animalia","Chordata","Perciformes","Mullidae","Upeneus","Upeneus pori",1,44,NA,587,4287,2396755,2396797,NA,NA,NA,"Upeneus pori ",138
2390581,"Alepes djedaba (Forsskål, 1775)","Alepes djedaba","SPECIES","ACCEPTED",99,"EXACT","Animalia","Chordata","Perciformes","Carangidae","Alepes","Alepes djedaba",1,44,NA,587,4253,2390579,2390581,NA,NA,NA,"Alepes djedaba",139
2407758,"Lagocephalus sceleratus (Gmelin, 1789)","Lagocephalus sceleratus","SPECIES","ACCEPTED",99,"EXACT","Animalia","Chordata","Tetraodontiformes","Tetraodontidae","Lagocephalus","Lagocephalus sceleratus",1,44,NA,772,2219,2407740,2407758,NA,NA,NA,"Lagocephalus sceleratus",140
8920970,"Sepioteuthis lessoniana d'Orbigny, 1826","Sepioteuthis lessoniana","SPECIES","ACCEPTED",98,"EXACT","Animalia","Mollusca","Myopsida","Loliginidae","Sepioteuthis","Sepioteuthis lessoniana",1,52,136,7954962,3431,2290197,8920970,"Cephalopoda",NA,NA,"Sepioteuthis lessoniana",141
2374391,"Pempheris rhomboidea Kossmann & Räuber, 1877","Pempheris rhomboidea","SPECIES","ACCEPTED",99,"EXACT","Animalia","Chordata","Perciformes","Pempheridae","Pempheris","Pempheris rhomboidea",1,44,NA,587,8573,2374368,2374391,NA,NA,NA,"Pempheris rhomboidea",142
2225646,"Callinectes sapidus Rathbun, 1896","Callinectes sapidus","SPECIES","ACCEPTED",99,"EXACT","Animalia","Arthropoda","Decapoda","Portunidae","Callinectes","Callinectes sapidus",1,54,229,637,4555,2225641,2225646,"Malacostraca",NA,NA,"Callinectes sapidus",143
5721108,"Diadema setosum (Leske, 1778)","Diadema setosum","SPECIES","ACCEPTED",99,"EXACT","Animalia","Echinodermata","Diadematoida","Diadematidae","Diadema","Diadema setosum",1,50,221,1468,9631,2279021,5721108,"Echinoidea",NA,NA,"Diadema setosum ",144
